Manufacturer,Model,Engine size,Fuel type,Price
Toyota,Yaris,1.4,Hybrid,2824
Ford,Fiesta,1.2,Petrol,2585
VW,Polo,1.6,Petrol,3681
Toyota,RAV4,2.0,Hybrid,45206
VW,Passat,2.0,Diesel,28657
Ford,Mondeo,1.8,Diesel,16982
Toyota,Prius,1.4,Hybrid,37183
VW,Golf,1.8,Petrol,783
Toyota,RAV4,1.8,Petrol,27842
Toyota,Yaris,1.4,Petrol,21935
VW,Golf,1.8,Petrol,857
VW,Polo,1.4,Petrol,627
Toyota,RAV4,2.2,Petrol,54875
BMW,Z4,2.4,Petrol,3243
BMW,M5,4.0,Petrol,91619
Ford,Focus,2.0,Petrol,771
Toyota,Yaris,1.2,Hybrid,22347
Ford,Mondeo,1.4,Diesel,4165
Toyota,Prius,1.4,Hybrid,2365
Ford,Focus,1.8,Petrol,437
Ford,Focus,1.4,Petrol,10044
Ford,Fiesta,1.0,Petrol,16547
VW,Passat,1.4,Diesel,3343
Toyota,Yaris,1.0,Hybrid,3614
VW,Passat,1.8,Diesel,9985
VW,Passat,2.0,Diesel,8086
Porsche,Cayenne,3.0,Petrol,29571
BMW,M5,4.4,Petrol,21943
VW,Passat,1.6,Diesel,3780
Toyota,Yaris,1.4,Hybrid,449
Ford,Mondeo,1.6,Diesel,3938
Toyota,Yaris,1.0,Hybrid,3692
BMW,X3,3.0,Diesel,17529
Porsche,Cayenne,3.0,Petrol,11711
BMW,X3,2.0,Diesel,8995
VW,Passat,2.0,Petrol,5690
VW,Passat,1.8,Diesel,23341
Toyota,Yaris,1.4,Hybrid,27818
Toyota,Yaris,1.2,Petrol,7263
Toyota,Yaris,1.2,Petrol,797
Ford,Mondeo,1.6,Diesel,17705
VW,Golf,1.2,Petrol,2786
Ford,Focus,2.0,Petrol,4422
Ford,Fiesta,1.2,Hybrid,400
VW,Golf,1.8,Petrol,6509
VW,Polo,1.0,Petrol,11774
VW,Polo,1.2,Petrol,10637
Ford,Focus,1.6,Petrol,25173
Ford,Focus,1.6,Diesel,5785
VW,Polo,1.2,Petrol,7711
VW,Passat,1.4,Diesel,3538
Ford,Focus,1.0,Petrol,1573
VW,Passat,1.4,Petrol,30141
BMW,X3,2.4,Diesel,13593
VW,Passat,1.4,Diesel,8852
VW,Polo,1.4,Petrol,404
VW,Passat,1.6,Diesel,1177
Toyota,RAV4,2.2,Hybrid,24530
Ford,Focus,1.4,Diesel,25891
Ford,Fiesta,1.0,Petrol,2762
BMW,Z4,2.0,Petrol,25387
Ford,Mondeo,2.0,Diesel,5636
VW,Polo,1.4,Petrol,13725
VW,Golf,1.8,Diesel,1995
Porsche,Cayenne,3.0,Petrol,46753
Toyota,Yaris,1.0,Petrol,5845
Toyota,Yaris,1.4,Hybrid,32186
Ford,Mondeo,1.4,Hybrid,5077
VW,Polo,1.0,Petrol,16989
VW,Golf,1.4,Petrol,7198
BMW,Z4,2.0,Petrol,9615
Toyota,Prius,1.4,Hybrid,16520
Toyota,RAV4,1.8,Hybrid,4596
VW,Passat,1.6,Petrol,2863
VW,Golf,1.6,Petrol,5103
VW,Polo,1.0,Petrol,21213
VW,Passat,1.8,Diesel,22303
Toyota,RAV4,1.8,Hybrid,20356
Toyota,Yaris,1.0,Hybrid,1496
VW,Passat,1.8,Petrol,4174
Ford,Fiesta,1.4,Petrol,14520
BMW,Z4,2.2,Petrol,26434
Toyota,RAV4,2.0,Hybrid,4610
VW,Passat,1.8,Diesel,3309
VW,Passat,1.8,Petrol,10836
Ford,Focus,2.0,Petrol,2469
Ford,Mondeo,2.0,Diesel,38177
Toyota,RAV4,2.4,Hybrid,7292
Toyota,Yaris,1.0,Petrol,9901
VW,Passat,1.6,Diesel,5414
Ford,Fiesta,1.0,Petrol,2758
Toyota,Yaris,1.0,Petrol,1214
Toyota,Yaris,1.4,Hybrid,966
VW,Golf,1.6,Petrol,7351
Ford,Fiesta,1.4,Petrol,10326
VW,Polo,2.0,Diesel,4109
Toyota,Prius,1.8,Hybrid,37356
VW,Passat,1.6,Diesel,30577
Toyota,Prius,1.4,Hybrid,1296
Ford,Focus,1.8,Petrol,4475
Ford,Fiesta,1.2,Petrol,2377
Ford,Mondeo,1.6,Diesel,29387
Ford,Fiesta,1.2,Hybrid,17681
Toyota,RAV4,2.4,Petrol,1414
Toyota,RAV4,1.8,Hybrid,46103
Toyota,Prius,1.0,Hybrid,16243
VW,Polo,1.2,Petrol,1241
Ford,Mondeo,2.0,Diesel,1530
BMW,M5,4.0,Petrol,31027
Ford,Fiesta,1.0,Petrol,1043
Toyota,Yaris,1.2,Hybrid,6820
Ford,Fiesta,1.2,Petrol,1951
Ford,Fiesta,1.4,Petrol,428
Porsche,718 Cayman,2.4,Petrol,9909
Toyota,Yaris,1.2,Hybrid,18479
VW,Passat,1.6,Petrol,12244
BMW,M5,5.0,Petrol,99436
VW,Golf,2.0,Petrol,7420
Ford,Focus,1.6,Petrol,1019
BMW,M5,5.0,Petrol,72066
VW,Golf,2.0,Hybrid,2898
Ford,Fiesta,1.0,Petrol,7080
Toyota,Yaris,1.0,Hybrid,21505
Ford,Mondeo,1.8,Diesel,3525
BMW,X3,2.4,Petrol,20490
Ford,Mondeo,1.4,Petrol,17227
Ford,Focus,1.8,Diesel,2301
VW,Polo,1.0,Petrol,2380
Ford,Mondeo,1.4,Diesel,2970
VW,Passat,2.0,Diesel,29228
VW,Polo,1.4,Petrol,16569
VW,Polo,1.2,Petrol,12990
Ford,Focus,1.6,Diesel,8692
Ford,Mondeo,2.0,Diesel,27962
Ford,Focus,1.8,Diesel,26080
Toyota,Prius,1.4,Hybrid,814
Ford,Mondeo,1.8,Diesel,5365
VW,Polo,2.0,Petrol,11395
VW,Polo,2.0,Diesel,12110
Ford,Mondeo,2.0,Diesel,30780
Toyota,RAV4,1.8,Hybrid,36072
Toyota,Prius,1.0,Hybrid,2516
Toyota,Prius,1.4,Hybrid,1661
VW,Golf,1.6,Diesel,17127
Porsche,718 Cayman,2.0,Petrol,5650
VW,Golf,1.6,Petrol,14808
Ford,Fiesta,1.0,Petrol,460
VW,Golf,2.0,Petrol,2340
Toyota,Yaris,1.2,Petrol,9049
Toyota,Prius,1.8,Hybrid,3178
VW,Passat,1.8,Diesel,16926
VW,Polo,1.0,Petrol,1420
Toyota,RAV4,1.8,Petrol,27163
Ford,Mondeo,1.8,Diesel,1893
Toyota,Yaris,1.2,Hybrid,3116
Toyota,Prius,1.8,Hybrid,22017
Ford,Fiesta,1.2,Petrol,1717
VW,Passat,1.8,Petrol,8796
Toyota,Prius,1.0,Hybrid,11961
Ford,Mondeo,2.0,Diesel,1268
Toyota,RAV4,2.4,Hybrid,40922
Toyota,RAV4,2.4,Hybrid,69312
Toyota,Yaris,1.2,Hybrid,18824
Ford,Fiesta,1.4,Petrol,11331
VW,Polo,1.2,Petrol,11231
Ford,Focus,1.6,Diesel,25771
VW,Golf,2.0,Diesel,1349
Toyota,Prius,1.8,Hybrid,8919
VW,Passat,1.6,Petrol,6368
VW,Golf,2.0,Petrol,19598
Ford,Mondeo,1.8,Diesel,4911
Toyota,Yaris,1.2,Hybrid,23698
VW,Golf,1.4,Diesel,3130
Ford,Focus,2.0,Petrol,13471
Toyota,Prius,1.8,Hybrid,4184
VW,Polo,2.0,Petrol,11293
VW,Polo,1.0,Diesel,7107
Toyota,Yaris,1.2,Petrol,438
BMW,Z4,2.4,Petrol,36980
Porsche,911,3.5,Petrol,74126
BMW,M5,4.4,Petrol,45287
Toyota,RAV4,2.4,Hybrid,11477
VW,Polo,1.4,Petrol,1467
Toyota,Yaris,1.2,Petrol,2493
VW,Golf,1.6,Petrol,27215
BMW,Z4,2.0,Petrol,18006
VW,Polo,1.4,Petrol,2069
Toyota,Yaris,1.2,Hybrid,20806
Ford,Focus,1.4,Diesel,9429
BMW,X3,3.0,Diesel,47818
BMW,X3,2.4,Diesel,902
Ford,Mondeo,1.6,Petrol,4720
Toyota,Yaris,1.4,Hybrid,6628
VW,Passat,2.0,Diesel,11120
VW,Passat,2.0,Petrol,954
Toyota,Prius,1.8,Hybrid,10918
Ford,Focus,2.0,Diesel,2972
Toyota,Prius,1.4,Hybrid,2996
BMW,Z4,2.0,Petrol,28810
Ford,Focus,1.0,Petrol,1535
Toyota,RAV4,1.8,Hybrid,42212
Toyota,RAV4,2.4,Hybrid,13594
Toyota,Prius,1.0,Hybrid,4028
VW,Golf,1.6,Petrol,316
Ford,Mondeo,1.4,Diesel,5299
Toyota,Yaris,1.2,Hybrid,11460
Toyota,Yaris,1.2,Petrol,9232
Toyota,Prius,1.8,Hybrid,12128
VW,Golf,1.4,Petrol,20964
VW,Polo,1.2,Petrol,11591
Toyota,Prius,1.8,Hybrid,11165
Ford,Mondeo,1.8,Diesel,805
Ford,Mondeo,2.0,Petrol,25928
Toyota,Yaris,1.4,Hybrid,24697
VW,Polo,2.0,Petrol,16315
BMW,M5,4.0,Petrol,2905
Toyota,RAV4,2.4,Hybrid,5976
Ford,Fiesta,1.2,Hybrid,11663
Ford,Fiesta,1.2,Diesel,24419
Ford,Focus,1.0,Petrol,24665
Ford,Fiesta,1.4,Petrol,12528
Ford,Mondeo,2.0,Petrol,5556
Ford,Mondeo,2.0,Petrol,5201
VW,Polo,1.2,Petrol,10495
Ford,Mondeo,1.8,Diesel,5245
Ford,Focus,1.8,Petrol,304
Toyota,Yaris,1.0,Petrol,3874
Toyota,Prius,1.0,Hybrid,35874
Toyota,Prius,1.8,Hybrid,2003
Toyota,Yaris,1.4,Hybrid,36811
Ford,Fiesta,1.0,Hybrid,13700
VW,Golf,1.4,Diesel,22229
Toyota,Prius,1.4,Hybrid,25111
VW,Golf,1.2,Petrol,8033
BMW,Z4,2.2,Petrol,28150
BMW,Z4,2.2,Petrol,29736
Ford,Focus,1.4,Petrol,22981
Toyota,Prius,1.8,Hybrid,27398
VW,Polo,1.4,Petrol,4251
Porsche,Cayenne,3.0,Petrol,51481
Toyota,Prius,1.0,Hybrid,27092
Toyota,Prius,1.4,Hybrid,13567
Toyota,Prius,1.0,Hybrid,40087
Toyota,RAV4,2.0,Hybrid,4725
Ford,Mondeo,1.6,Hybrid,10975
BMW,X3,2.0,Diesel,12696
VW,Passat,1.6,Diesel,3738
Toyota,RAV4,2.2,Petrol,2945
Toyota,Prius,1.4,Hybrid,33775
Ford,Mondeo,1.6,Diesel,24108
Porsche,718 Cayman,4.0,Petrol,5634
Toyota,RAV4,1.8,Hybrid,11107
Ford,Fiesta,1.4,Petrol,12302
BMW,M5,4.0,Petrol,50043
VW,Passat,1.8,Diesel,7897
Ford,Fiesta,1.2,Petrol,3250
VW,Passat,2.0,Diesel,38967
VW,Golf,1.4,Diesel,22735
Ford,Fiesta,1.2,Petrol,4087
Ford,Fiesta,1.0,Petrol,8321
Porsche,Cayenne,4.0,Petrol,5402
VW,Golf,1.6,Hybrid,1117
Toyota,RAV4,1.8,Petrol,5257
VW,Polo,1.4,Petrol,12242
VW,Golf,1.2,Diesel,8826
VW,Polo,1.6,Diesel,894
Ford,Mondeo,1.4,Diesel,19035
VW,Passat,2.0,Diesel,11378
Ford,Fiesta,1.2,Petrol,2061
Toyota,RAV4,2.2,Hybrid,51529
BMW,X3,3.0,Diesel,10016
VW,Passat,1.6,Diesel,5197
BMW,Z4,2.0,Petrol,2394
Toyota,RAV4,2.2,Hybrid,2537
Ford,Fiesta,1.0,Petrol,3136
Ford,Mondeo,1.4,Diesel,42784
Ford,Fiesta,1.0,Diesel,9468
Toyota,Prius,1.4,Hybrid,5806
Ford,Focus,2.0,Petrol,2183
Porsche,718 Cayman,2.0,Petrol,62459
Toyota,Prius,1.8,Hybrid,5555
Ford,Focus,1.4,Diesel,398
Ford,Focus,1.6,Petrol,8374
Toyota,Prius,1.0,Hybrid,6131
VW,Passat,1.4,Diesel,9228
BMW,Z4,2.4,Petrol,28479
Ford,Focus,1.0,Diesel,4518
Ford,Focus,2.0,Diesel,15609
Ford,Fiesta,1.2,Petrol,2276
Porsche,Cayenne,3.5,Petrol,6380
Ford,Mondeo,1.6,Diesel,31463
Porsche,Cayenne,3.0,Petrol,1808
Ford,Fiesta,1.0,Petrol,4941
VW,Polo,1.4,Petrol,1623
VW,Polo,2.0,Diesel,3339
BMW,Z4,2.0,Petrol,777
Ford,Focus,1.4,Petrol,2374
VW,Polo,2.0,Petrol,1594
Ford,Focus,2.0,Petrol,12528
VW,Golf,1.8,Petrol,3041
Ford,Focus,2.0,Petrol,2199
Ford,Fiesta,1.4,Petrol,6350
Toyota,RAV4,2.4,Hybrid,29289
VW,Polo,2.0,Petrol,1713
Ford,Focus,1.4,Petrol,26069
Ford,Mondeo,2.0,Diesel,26808
VW,Golf,1.8,Petrol,13084
Ford,Mondeo,1.4,Diesel,20513
VW,Polo,1.6,Petrol,2989
Toyota,RAV4,2.2,Hybrid,8057
VW,Polo,1.0,Petrol,8889
Ford,Fiesta,1.0,Petrol,16407
Toyota,RAV4,2.4,Hybrid,83241
Ford,Fiesta,1.2,Diesel,14526
Ford,Focus,1.0,Petrol,1064
Toyota,Yaris,1.2,Petrol,10499
Toyota,Prius,1.0,Hybrid,1836
VW,Polo,1.0,Petrol,2200
Toyota,Yaris,1.4,Hybrid,18528
Toyota,Prius,1.4,Hybrid,42501
Toyota,Yaris,1.4,Petrol,1973
VW,Golf,1.8,Petrol,7182
Ford,Mondeo,2.0,Diesel,2433
BMW,X3,2.4,Diesel,20277
VW,Passat,2.0,Diesel,30428
VW,Golf,2.0,Diesel,648
Ford,Fiesta,1.4,Petrol,16668
BMW,M5,4.4,Petrol,8656
VW,Passat,1.4,Petrol,32955
Toyota,RAV4,2.2,Hybrid,4364
VW,Passat,1.4,Diesel,3335
VW,Polo,1.6,Petrol,8894
VW,Passat,1.8,Diesel,3656
Toyota,RAV4,1.8,Hybrid,53333
Ford,Mondeo,2.0,Petrol,11377
Ford,Focus,1.0,Petrol,22730
Ford,Mondeo,2.0,Petrol,2347
BMW,Z4,2.4,Petrol,8901
Toyota,RAV4,2.4,Hybrid,3875
Porsche,718 Cayman,4.0,Petrol,4539
VW,Polo,1.6,Petrol,1453
Ford,Focus,1.0,Petrol,11734
VW,Passat,2.0,Diesel,6004
Toyota,Yaris,1.0,Petrol,3241
Toyota,RAV4,2.2,Hybrid,4085
VW,Golf,1.8,Petrol,34756
BMW,X3,2.4,Diesel,2051
Toyota,Yaris,1.4,Hybrid,2454
Ford,Fiesta,1.4,Petrol,1521
Porsche,Cayenne,4.0,Diesel,7416
Ford,Focus,1.4,Petrol,613
Porsche,911,3.5,Petrol,16341
VW,Golf,1.2,Petrol,1057
VW,Golf,1.6,Petrol,4592
Ford,Mondeo,1.4,Diesel,14681
Toyota,Prius,1.4,Hybrid,23323
VW,Polo,1.0,Petrol,3675
Toyota,RAV4,2.0,Hybrid,7193
Toyota,Yaris,1.0,Hybrid,769
Toyota,Prius,1.8,Hybrid,1627
Porsche,718 Cayman,2.0,Petrol,3916
BMW,X3,3.0,Petrol,29919
VW,Passat,1.8,Diesel,39806
Toyota,Yaris,1.4,Hybrid,5655
Toyota,RAV4,2.2,Hybrid,15892
Porsche,911,3.5,Petrol,16497
VW,Polo,1.4,Petrol,1541
Toyota,Yaris,1.4,Petrol,28673
Porsche,718 Cayman,2.0,Petrol,3553
VW,Polo,1.4,Petrol,5906
Toyota,Yaris,1.0,Petrol,3020
BMW,M5,4.0,Petrol,6209
VW,Polo,2.0,Petrol,3443
Toyota,Yaris,1.4,Hybrid,28537
Ford,Mondeo,1.6,Diesel,37313
Toyota,RAV4,1.8,Petrol,24833
Porsche,Cayenne,3.0,Petrol,29432
Toyota,Prius,1.0,Hybrid,176
BMW,Z4,2.4,Petrol,5078
VW,Polo,1.0,Petrol,3590
VW,Golf,1.2,Petrol,2077
Ford,Mondeo,1.4,Diesel,3099
VW,Passat,2.0,Petrol,42130
VW,Passat,1.8,Petrol,39221
Ford,Fiesta,1.4,Petrol,3559
Ford,Fiesta,1.2,Petrol,9474
VW,Passat,1.4,Diesel,2158
VW,Passat,2.0,Diesel,9903
Toyota,Prius,1.8,Hybrid,21024
VW,Polo,1.0,Petrol,4187
Toyota,Yaris,1.2,Petrol,22368
Porsche,718 Cayman,2.0,Petrol,50347
Toyota,RAV4,1.8,Hybrid,33508
BMW,X3,2.0,Petrol,16898
Ford,Fiesta,1.0,Petrol,9490
BMW,Z4,3.0,Petrol,1136
Toyota,Yaris,1.2,Petrol,4159
VW,Polo,2.0,Petrol,31458
VW,Golf,1.4,Petrol,871
Ford,Mondeo,2.0,Diesel,2220
VW,Golf,1.6,Petrol,15891
Ford,Focus,1.4,Diesel,2543
VW,Polo,1.2,Petrol,5918
Toyota,Yaris,1.4,Petrol,395
BMW,X3,3.0,Diesel,2404
Toyota,RAV4,2.2,Hybrid,27096
Toyota,Yaris,1.2,Petrol,2916
Porsche,Cayenne,3.5,Petrol,17243
VW,Passat,1.6,Diesel,9478
Ford,Focus,1.6,Petrol,12383
Toyota,RAV4,2.2,Hybrid,14744
VW,Golf,2.0,Diesel,1261
Toyota,Prius,1.4,Hybrid,2000
VW,Passat,2.0,Diesel,8800
VW,Polo,1.6,Petrol,5262
Ford,Fiesta,1.4,Petrol,4252
Toyota,Yaris,1.2,Petrol,18790
Porsche,Cayenne,4.0,Petrol,16395
Ford,Mondeo,1.6,Diesel,10762
Porsche,Cayenne,2.6,Petrol,11434
VW,Golf,1.8,Petrol,23735
Ford,Focus,1.8,Diesel,31440
Ford,Mondeo,2.0,Diesel,8692
BMW,Z4,2.4,Petrol,24692
VW,Golf,1.8,Petrol,14037
Ford,Fiesta,1.2,Petrol,1647
Toyota,Yaris,1.0,Hybrid,3879
Toyota,Yaris,1.2,Hybrid,19163
VW,Passat,1.6,Diesel,1975
Toyota,Prius,1.0,Hybrid,6323
VW,Passat,1.8,Diesel,2251
Toyota,RAV4,2.4,Hybrid,1104
Ford,Focus,2.0,Diesel,6733
VW,Golf,1.6,Diesel,6975
Ford,Fiesta,1.2,Petrol,2626
BMW,Z4,2.4,Petrol,3641
Ford,Fiesta,1.2,Petrol,11642
Ford,Mondeo,2.0,Diesel,40799
VW,Golf,1.4,Petrol,5452
BMW,X3,2.4,Diesel,777
Ford,Mondeo,1.8,Diesel,2302
Porsche,911,2.6,Petrol,11580
VW,Golf,1.6,Petrol,1440
VW,Passat,1.4,Diesel,31473
BMW,Z4,2.4,Petrol,18875
VW,Polo,2.0,Petrol,29811
Ford,Fiesta,1.2,Petrol,786
Toyota,Yaris,1.2,Hybrid,21296
Ford,Fiesta,1.2,Petrol,24655
Ford,Focus,1.4,Petrol,31591
Toyota,Prius,1.8,Hybrid,1369
Ford,Fiesta,1.0,Petrol,2525
VW,Passat,2.0,Diesel,6396
Toyota,Yaris,1.2,Hybrid,28494
BMW,M5,5.0,Petrol,7888
Toyota,Prius,1.8,Hybrid,37898
Ford,Mondeo,1.4,Diesel,15160
BMW,X3,2.4,Petrol,53292
VW,Polo,2.0,Petrol,2516
BMW,Z4,3.0,Petrol,49022
Toyota,RAV4,2.4,Hybrid,2440
Ford,Focus,1.6,Hybrid,2022
Ford,Fiesta,1.0,Petrol,1019
Ford,Fiesta,1.0,Petrol,2291
Ford,Fiesta,1.2,Petrol,16743
VW,Polo,1.2,Petrol,4379
Ford,Focus,2.0,Petrol,2004
Toyota,Prius,1.8,Hybrid,1434
Ford,Mondeo,1.8,Diesel,2792
VW,Polo,1.2,Petrol,26161
Toyota,Yaris,1.4,Petrol,7061
Toyota,RAV4,1.8,Petrol,22843
VW,Passat,1.4,Diesel,30905
Toyota,RAV4,1.8,Hybrid,14427
Ford,Fiesta,1.4,Petrol,12859
Ford,Focus,1.0,Petrol,1699
VW,Passat,2.0,Diesel,7715
Ford,Fiesta,1.2,Petrol,10983
VW,Golf,2.0,Diesel,4150
VW,Polo,1.0,Petrol,1760
VW,Polo,1.2,Petrol,12589
VW,Golf,1.4,Petrol,2572
Ford,Mondeo,1.4,Hybrid,5997
Ford,Fiesta,1.2,Petrol,24900
Toyota,Yaris,1.4,Hybrid,1478
VW,Polo,2.0,Petrol,1533
Toyota,RAV4,1.8,Hybrid,45276
Ford,Mondeo,2.0,Diesel,25671
Toyota,Yaris,1.2,Hybrid,1794
BMW,X3,2.0,Diesel,23062
Toyota,Yaris,1.4,Petrol,1476
Toyota,RAV4,1.8,Hybrid,36863
Toyota,Yaris,1.4,Petrol,3988
Toyota,RAV4,2.0,Hybrid,58082
VW,Polo,1.6,Petrol,5151
VW,Polo,2.0,Petrol,3541
VW,Golf,2.0,Hybrid,5294
VW,Polo,2.0,Petrol,525
BMW,M5,4.4,Petrol,51981
Toyota,Prius,1.8,Hybrid,3052
Toyota,RAV4,2.0,Hybrid,1185
Toyota,Yaris,1.2,Hybrid,3419
Toyota,RAV4,1.8,Hybrid,8232
VW,Polo,2.0,Petrol,9901
BMW,Z4,2.0,Petrol,57460
Ford,Mondeo,1.4,Diesel,4495
VW,Polo,1.0,Petrol,4314
Toyota,RAV4,1.8,Hybrid,28181
Ford,Focus,2.0,Diesel,1585
Toyota,Yaris,1.2,Hybrid,14848
Ford,Fiesta,1.4,Diesel,1962
VW,Polo,1.6,Diesel,13043
VW,Passat,1.6,Diesel,7956
BMW,Z4,2.4,Petrol,48043
VW,Passat,1.8,Diesel,2579
BMW,M5,4.4,Petrol,52343
VW,Golf,1.8,Petrol,1756
VW,Golf,1.8,Hybrid,27214
Toyota,Yaris,1.4,Petrol,24642
VW,Golf,1.6,Diesel,5491
Toyota,RAV4,2.2,Hybrid,10476
Toyota,Prius,1.8,Hybrid,9415
BMW,M5,4.0,Petrol,36019
Toyota,Prius,1.4,Hybrid,2135
VW,Polo,1.0,Petrol,7565
Toyota,Yaris,1.4,Petrol,27142
Toyota,RAV4,2.2,Hybrid,3985
Toyota,Yaris,1.0,Petrol,27315
BMW,Z4,2.0,Petrol,1734
VW,Golf,2.0,Petrol,27819
Toyota,RAV4,2.2,Hybrid,5406
Toyota,Prius,1.4,Hybrid,356
Toyota,Yaris,1.0,Petrol,10487
Ford,Mondeo,1.4,Diesel,1394
BMW,M5,5.0,Petrol,8992
VW,Passat,1.8,Diesel,10894
VW,Polo,2.0,Petrol,493
VW,Polo,1.2,Petrol,6196
Porsche,911,3.5,Petrol,5762
VW,Polo,1.6,Petrol,17824
Porsche,911,3.0,Petrol,17781
Toyota,Yaris,1.2,Hybrid,4239
VW,Passat,2.0,Petrol,4678
BMW,M5,4.0,Petrol,62254
VW,Golf,1.6,Petrol,26733
VW,Passat,1.8,Diesel,5066
Ford,Fiesta,1.4,Petrol,629
BMW,Z4,3.0,Petrol,10270
VW,Golf,2.0,Petrol,2397
BMW,M5,4.4,Petrol,29430
Ford,Focus,1.8,Petrol,8713
VW,Polo,1.0,Diesel,7560
VW,Golf,1.2,Petrol,1675
Ford,Focus,1.8,Petrol,2674
Toyota,Yaris,1.2,Hybrid,7740
Ford,Mondeo,1.4,Diesel,10036
VW,Passat,1.6,Diesel,2067
Ford,Focus,1.6,Hybrid,26520
Toyota,Prius,1.0,Hybrid,5273
Toyota,RAV4,2.0,Hybrid,4358
VW,Passat,1.8,Diesel,9938
Toyota,Yaris,1.2,Hybrid,21478
Toyota,Prius,1.0,Hybrid,23695
Porsche,718 Cayman,2.0,Petrol,5478
Toyota,RAV4,2.4,Petrol,2896
VW,Polo,2.0,Petrol,19268
Ford,Fiesta,1.2,Petrol,4299
BMW,Z4,2.2,Petrol,9719
Toyota,Yaris,1.0,Hybrid,1757
Ford,Focus,1.4,Petrol,10939
Toyota,Yaris,1.2,Petrol,1447
VW,Golf,2.0,Diesel,6961
Ford,Focus,1.4,Petrol,28062
Porsche,911,3.0,Petrol,10732
Ford,Focus,1.8,Diesel,2579
VW,Golf,1.8,Petrol,2229
VW,Polo,1.0,Petrol,4864
Ford,Fiesta,1.2,Petrol,14227
Toyota,RAV4,2.0,Hybrid,2343
Ford,Mondeo,1.6,Diesel,17392
Ford,Fiesta,1.2,Petrol,2496
Ford,Fiesta,1.0,Petrol,8539
Ford,Fiesta,1.0,Petrol,8388
Toyota,Yaris,1.4,Petrol,17527
BMW,M5,4.4,Petrol,7497
Ford,Focus,1.6,Petrol,9010
Toyota,Prius,1.8,Hybrid,44740
VW,Passat,2.0,Diesel,16172
Ford,Fiesta,1.2,Petrol,8561
Ford,Focus,1.6,Petrol,3653
VW,Golf,1.2,Diesel,2215
Toyota,Prius,1.8,Hybrid,3031
Ford,Fiesta,1.0,Petrol,8689
Toyota,RAV4,1.8,Hybrid,37201
VW,Golf,2.0,Petrol,10793
VW,Polo,1.2,Petrol,8284
Ford,Fiesta,1.4,Petrol,1507
Ford,Focus,1.0,Petrol,10121
VW,Golf,1.8,Petrol,28977
BMW,X3,2.4,Diesel,10143
Ford,Mondeo,1.6,Hybrid,39675
VW,Golf,1.8,Petrol,17733
Toyota,Yaris,1.4,Hybrid,756
BMW,M5,4.4,Petrol,117441
VW,Passat,1.8,Diesel,12712
Ford,Mondeo,1.4,Diesel,5485
Toyota,Prius,1.4,Hybrid,6701
Toyota,Yaris,1.4,Petrol,4341
Porsche,911,2.2,Petrol,75392
VW,Golf,1.8,Hybrid,12274
BMW,X3,3.0,Diesel,2138
VW,Passat,1.8,Diesel,11287
Porsche,911,3.5,Petrol,27310
Toyota,RAV4,2.0,Hybrid,5472
Ford,Fiesta,1.4,Petrol,2606
VW,Golf,1.8,Diesel,3102
BMW,X3,2.0,Diesel,46470
Toyota,Prius,1.0,Hybrid,467
Toyota,RAV4,2.0,Hybrid,41113
BMW,X3,3.0,Diesel,43995
VW,Golf,2.0,Petrol,8760
Toyota,RAV4,1.8,Hybrid,20731
VW,Golf,1.6,Hybrid,5747
BMW,Z4,3.0,Petrol,15625
VW,Passat,1.4,Diesel,1892
Ford,Mondeo,2.0,Diesel,9069
VW,Passat,1.4,Diesel,9031
Toyota,RAV4,1.8,Hybrid,4950
Toyota,Yaris,1.4,Hybrid,13377
Ford,Mondeo,2.0,Diesel,4105
Ford,Fiesta,1.0,Petrol,14279
VW,Polo,1.0,Petrol,10259
VW,Golf,1.8,Petrol,25737
VW,Polo,1.0,Petrol,13040
Ford,Mondeo,1.8,Diesel,14977
Porsche,Cayenne,3.5,Petrol,52468
Toyota,Prius,1.8,Hybrid,19850
Toyota,Yaris,1.2,Hybrid,746
Toyota,RAV4,2.0,Petrol,8802
VW,Passat,1.4,Diesel,13885
VW,Passat,2.0,Diesel,33874
VW,Polo,2.0,Petrol,7039
Toyota,Yaris,1.0,Petrol,6165
Toyota,Yaris,1.0,Hybrid,3799
Ford,Fiesta,1.2,Petrol,3759
Porsche,911,2.6,Petrol,15038
Toyota,RAV4,1.8,Hybrid,20089
Ford,Focus,1.4,Petrol,8353
Porsche,Cayenne,3.0,Petrol,8803
BMW,Z4,2.0,Petrol,4558
VW,Golf,1.8,Petrol,1721
VW,Golf,1.8,Petrol,2343
Toyota,Yaris,1.0,Petrol,7756
Porsche,718 Cayman,2.0,Petrol,10900
Toyota,RAV4,2.2,Hybrid,23288
BMW,X3,2.0,Diesel,6684
VW,Golf,1.4,Diesel,3838
Toyota,Prius,1.8,Hybrid,8899
BMW,M5,5.0,Petrol,4189
VW,Polo,2.0,Petrol,8947
VW,Polo,1.6,Petrol,5635
VW,Passat,2.0,Diesel,2899
VW,Polo,1.0,Diesel,9272
Ford,Focus,2.0,Diesel,1357
VW,Polo,1.0,Petrol,4849
VW,Golf,1.6,Petrol,794
VW,Golf,1.2,Diesel,8704
Ford,Mondeo,1.6,Diesel,24480
Toyota,Yaris,1.4,Hybrid,32651
VW,Golf,1.4,Petrol,3469
Ford,Focus,1.4,Diesel,22131
VW,Polo,1.4,Petrol,3691
