Manufacturer,Model,Engine size,Fuel type,Price,is_Premium_Brand,Premium_Fuel_Type
Toyota,Prius,1.8,Hybrid,2443,0,1
Ford,Fiesta,1.0,Petrol,3203,0,0
VW,Passat,2.0,Diesel,7234,0,0
Ford,Focus,1.6,Petrol,29130,0,0
VW,Passat,2.0,Diesel,57759,0,0
VW,Golf,1.6,Petrol,13162,0,0
Toyota,Prius,1.0,Hybrid,12372,0,1
VW,Golf,2.0,Petrol,6024,0,0
VW,Golf,1.6,Petrol,5011,0,0
Ford,Fiesta,1.2,Petrol,3516,0,0
Toyota,Prius,1.8,Hybrid,17550,0,1
Porsche,718 Cayman,2.4,Petrol,8020,1,0
Toyota,Yaris,1.0,Hybrid,26099,0,1
VW,Polo,1.2,Petrol,7614,0,0
Toyota,Prius,1.4,Hybrid,9994,0,1
Toyota,Prius,1.4,Hybrid,39212,0,1
VW,Golf,1.4,Petrol,7384,0,0
VW,Golf,2.0,Petrol,774,0,0
Ford,Fiesta,1.4,Petrol,3002,0,0
Toyota,Yaris,1.2,Hybrid,8002,0,1
Toyota,Prius,1.4,Hybrid,28468,0,1
VW,Golf,1.6,Petrol,1981,0,0
Ford,Focus,1.8,Petrol,19668,0,0
Toyota,RAV4,2.2,Petrol,12003,0,0
Ford,Focus,1.6,Hybrid,33957,0,1
VW,Golf,2.0,Diesel,31722,0,0
Ford,Mondeo,1.8,Diesel,3537,0,0
VW,Polo,2.0,Petrol,1345,0,0
Toyota,Yaris,1.4,Hybrid,19664,0,1
Toyota,Prius,1.8,Hybrid,1485,0,1
Ford,Fiesta,1.2,Petrol,3643,0,0
VW,Polo,1.2,Petrol,6448,0,0
VW,Passat,2.0,Diesel,16624,0,0
Porsche,Cayenne,3.5,Petrol,888,1,0
Ford,Mondeo,1.6,Petrol,8941,0,0
Toyota,RAV4,2.0,Hybrid,8835,0,1
Ford,Focus,1.6,Petrol,10304,0,0
VW,Polo,1.0,Petrol,14774,0,0
Ford,Mondeo,2.0,Petrol,6570,0,0
Ford,Mondeo,1.8,Diesel,25681,0,0
Toyota,Prius,1.4,Hybrid,1142,0,1
VW,Polo,1.0,Petrol,8303,0,0
Toyota,Prius,1.0,Hybrid,6167,0,1
VW,Polo,1.6,Petrol,3141,0,0
BMW,Z4,2.2,Petrol,6105,1,0
Toyota,RAV4,1.8,Hybrid,2705,0,1
Ford,Focus,1.0,Petrol,24582,0,0
Porsche,911,3.0,Petrol,19433,1,0
Toyota,Yaris,1.0,Hybrid,5384,0,1
Ford,Fiesta,1.2,Diesel,8723,0,0
Porsche,Cayenne,3.0,Diesel,78873,1,0
Ford,Focus,1.4,Petrol,33821,0,0
VW,Polo,1.2,Petrol,1735,0,0
Toyota,Yaris,1.4,Petrol,4162,0,0
Ford,Mondeo,1.6,Diesel,36852,0,0
Toyota,Prius,1.4,Hybrid,11191,0,1
VW,Polo,1.6,Petrol,3212,0,0
BMW,Z4,2.0,Petrol,1258,1,0
Ford,Fiesta,1.4,Petrol,342,0,0
Porsche,718 Cayman,2.4,Petrol,2355,1,0
BMW,X3,2.0,Petrol,2076,1,0
VW,Passat,1.8,Diesel,18821,0,0
BMW,M5,4.4,Petrol,10780,1,0
Ford,Focus,1.4,Petrol,30158,0,0
BMW,Z4,3.0,Petrol,4509,1,0
Ford,Fiesta,1.0,Petrol,6317,0,0
Toyota,Yaris,1.0,Petrol,23473,0,0
Ford,Focus,2.0,Petrol,11520,0,0
Toyota,RAV4,2.0,Hybrid,1508,0,1
BMW,Z4,2.2,Petrol,44415,1,0
VW,Passat,1.4,Diesel,9344,0,0
VW,Golf,2.0,Diesel,14316,0,0
VW,Passat,1.4,Diesel,6429,0,0
Ford,Mondeo,1.6,Diesel,15593,0,0
VW,Golf,1.2,Petrol,28309,0,0
Ford,Mondeo,1.8,Hybrid,28228,0,1
Toyota,Yaris,1.2,Petrol,3178,0,0
Ford,Mondeo,1.8,Petrol,5607,0,0
BMW,M5,5.0,Petrol,52387,1,0
VW,Passat,1.6,Diesel,2007,0,0
Toyota,RAV4,2.0,Hybrid,6818,0,1
Ford,Fiesta,1.2,Petrol,19725,0,0
Porsche,Cayenne,3.0,Petrol,3410,1,0
VW,Golf,1.2,Diesel,17658,0,0
VW,Polo,1.2,Petrol,3381,0,0
Toyota,RAV4,2.0,Hybrid,29179,0,1
Toyota,RAV4,1.8,Hybrid,15805,0,1
Ford,Focus,2.0,Diesel,15630,0,0
Ford,Focus,1.4,Petrol,27892,0,0
Ford,Fiesta,1.2,Diesel,26189,0,0
Toyota,RAV4,2.2,Hybrid,2713,0,1
VW,Polo,2.0,Petrol,33748,0,0
Ford,Fiesta,1.0,Petrol,14997,0,0
Toyota,RAV4,2.0,Hybrid,6443,0,1
Ford,Focus,1.4,Petrol,3311,0,0
Toyota,RAV4,1.8,Hybrid,14453,0,1
Toyota,Prius,1.0,Hybrid,9973,0,1
VW,Passat,1.6,Diesel,8585,0,0
Toyota,Yaris,1.4,Petrol,914,0,0
Ford,Focus,1.0,Petrol,8556,0,0
Porsche,Cayenne,3.0,Petrol,13435,1,0
Toyota,RAV4,2.2,Hybrid,23843,0,1
BMW,M5,5.0,Petrol,18006,1,0
VW,Golf,1.4,Petrol,1097,0,0
Toyota,RAV4,2.4,Hybrid,58275,0,1
Porsche,718 Cayman,4.0,Petrol,2016,1,0
Ford,Mondeo,1.4,Petrol,3406,0,0
VW,Golf,1.2,Petrol,5829,0,0
Toyota,RAV4,2.2,Hybrid,15238,0,1
Toyota,Yaris,1.4,Hybrid,2824,0,1
Ford,Fiesta,1.2,Petrol,2585,0,0
VW,Polo,1.6,Petrol,3681,0,0
Toyota,RAV4,2.0,Hybrid,45206,0,1
VW,Passat,2.0,Diesel,28657,0,0
Ford,Mondeo,1.8,Diesel,16982,0,0
Toyota,Prius,1.4,Hybrid,37183,0,1
VW,Golf,1.8,Petrol,783,0,0
Toyota,RAV4,1.8,Petrol,27842,0,0
Toyota,Yaris,1.4,Petrol,21935,0,0
VW,Golf,1.8,Petrol,857,0,0
VW,Polo,1.4,Petrol,627,0,0
Toyota,RAV4,2.2,Petrol,54875,0,0
BMW,Z4,2.4,Petrol,3243,1,0
BMW,M5,4.0,Petrol,91619,1,0
Ford,Focus,2.0,Petrol,771,0,0
Toyota,Yaris,1.2,Hybrid,22347,0,1
Ford,Mondeo,1.4,Diesel,4165,0,0
Toyota,Prius,1.4,Hybrid,2365,0,1
Ford,Focus,1.8,Petrol,437,0,0
Ford,Focus,1.4,Petrol,10044,0,0
Ford,Fiesta,1.0,Petrol,16547,0,0
VW,Passat,1.4,Diesel,3343,0,0
Toyota,Yaris,1.0,Hybrid,3614,0,1
VW,Passat,1.8,Diesel,9985,0,0
VW,Passat,2.0,Diesel,8086,0,0
Porsche,Cayenne,3.0,Petrol,29571,1,0
BMW,M5,4.4,Petrol,21943,1,0
VW,Passat,1.6,Diesel,3780,0,0
Toyota,Yaris,1.4,Hybrid,449,0,1
Ford,Mondeo,1.6,Diesel,3938,0,0
Toyota,Yaris,1.0,Hybrid,3692,0,1
BMW,X3,3.0,Diesel,17529,1,0
Porsche,Cayenne,3.0,Petrol,11711,1,0
BMW,X3,2.0,Diesel,8995,1,0
VW,Passat,2.0,Petrol,5690,0,0
VW,Passat,1.8,Diesel,23341,0,0
Toyota,Yaris,1.4,Hybrid,27818,0,1
Toyota,Yaris,1.2,Petrol,7263,0,0
Toyota,Yaris,1.2,Petrol,797,0,0
Ford,Mondeo,1.6,Diesel,17705,0,0
VW,Golf,1.2,Petrol,2786,0,0
Ford,Focus,2.0,Petrol,4422,0,0
Ford,Fiesta,1.2,Hybrid,400,0,1
VW,Golf,1.8,Petrol,6509,0,0
VW,Polo,1.0,Petrol,11774,0,0
VW,Polo,1.2,Petrol,10637,0,0
Ford,Focus,1.6,Petrol,25173,0,0
Ford,Focus,1.6,Diesel,5785,0,0
VW,Polo,1.2,Petrol,7711,0,0
VW,Passat,1.4,Diesel,3538,0,0
Ford,Focus,1.0,Petrol,1573,0,0
VW,Passat,1.4,Petrol,30141,0,0
BMW,X3,2.4,Diesel,13593,1,0
VW,Passat,1.4,Diesel,8852,0,0
VW,Polo,1.4,Petrol,404,0,0
VW,Passat,1.6,Diesel,1177,0,0
Toyota,RAV4,2.2,Hybrid,24530,0,1
Ford,Focus,1.4,Diesel,25891,0,0
Ford,Fiesta,1.0,Petrol,2762,0,0
BMW,Z4,2.0,Petrol,25387,1,0
Ford,Mondeo,2.0,Diesel,5636,0,0
VW,Polo,1.4,Petrol,13725,0,0
VW,Golf,1.8,Diesel,1995,0,0
Porsche,Cayenne,3.0,Petrol,46753,1,0
Toyota,Yaris,1.0,Petrol,5845,0,0
Toyota,Yaris,1.4,Hybrid,32186,0,1
Ford,Mondeo,1.4,Hybrid,5077,0,1
VW,Polo,1.0,Petrol,16989,0,0
VW,Golf,1.4,Petrol,7198,0,0
BMW,Z4,2.0,Petrol,9615,1,0
Toyota,Prius,1.4,Hybrid,16520,0,1
Toyota,RAV4,1.8,Hybrid,4596,0,1
VW,Passat,1.6,Petrol,2863,0,0
VW,Golf,1.6,Petrol,5103,0,0
VW,Polo,1.0,Petrol,21213,0,0
VW,Passat,1.8,Diesel,22303,0,0
Toyota,RAV4,1.8,Hybrid,20356,0,1
Toyota,Yaris,1.0,Hybrid,1496,0,1
VW,Passat,1.8,Petrol,4174,0,0
Ford,Fiesta,1.4,Petrol,14520,0,0
BMW,Z4,2.2,Petrol,26434,1,0
Toyota,RAV4,2.0,Hybrid,4610,0,1
VW,Passat,1.8,Diesel,3309,0,0
VW,Passat,1.8,Petrol,10836,0,0
Ford,Focus,2.0,Petrol,2469,0,0
Ford,Mondeo,2.0,Diesel,38177,0,0
Toyota,RAV4,2.4,Hybrid,7292,0,1
Toyota,Yaris,1.0,Petrol,9901,0,0
VW,Passat,1.6,Diesel,5414,0,0
Ford,Fiesta,1.0,Petrol,2758,0,0
Toyota,Yaris,1.0,Petrol,1214,0,0
Toyota,Yaris,1.4,Hybrid,966,0,1
VW,Golf,1.6,Petrol,7351,0,0
Ford,Fiesta,1.4,Petrol,10326,0,0
VW,Polo,2.0,Diesel,4109,0,0
Toyota,Prius,1.8,Hybrid,37356,0,1
VW,Passat,1.6,Diesel,30577,0,0
Toyota,Prius,1.4,Hybrid,1296,0,1
Ford,Focus,1.8,Petrol,4475,0,0
Ford,Fiesta,1.2,Petrol,2377,0,0
Ford,Mondeo,1.6,Diesel,29387,0,0
Ford,Fiesta,1.2,Hybrid,17681,0,1
Toyota,RAV4,2.4,Petrol,1414,0,0
Toyota,RAV4,1.8,Hybrid,46103,0,1
Toyota,Prius,1.0,Hybrid,16243,0,1
VW,Polo,1.2,Petrol,1241,0,0
Ford,Mondeo,2.0,Diesel,1530,0,0
BMW,M5,4.0,Petrol,31027,1,0
Ford,Fiesta,1.0,Petrol,1043,0,0
Toyota,Yaris,1.2,Hybrid,6820,0,1
Ford,Fiesta,1.2,Petrol,1951,0,0
Ford,Fiesta,1.4,Petrol,428,0,0
Porsche,718 Cayman,2.4,Petrol,9909,1,0
Toyota,Yaris,1.2,Hybrid,18479,0,1
VW,Passat,1.6,Petrol,12244,0,0
BMW,M5,5.0,Petrol,99436,1,0
VW,Golf,2.0,Petrol,7420,0,0
Ford,Focus,1.6,Petrol,1019,0,0
BMW,M5,5.0,Petrol,72066,1,0
VW,Golf,2.0,Hybrid,2898,0,1
Ford,Fiesta,1.0,Petrol,7080,0,0
Toyota,Yaris,1.0,Hybrid,21505,0,1
Ford,Mondeo,1.8,Diesel,3525,0,0
BMW,X3,2.4,Petrol,20490,1,0
Ford,Mondeo,1.4,Petrol,17227,0,0
Ford,Focus,1.8,Diesel,2301,0,0
VW,Polo,1.0,Petrol,2380,0,0
Ford,Mondeo,1.4,Diesel,2970,0,0
VW,Passat,2.0,Diesel,29228,0,0
VW,Polo,1.4,Petrol,16569,0,0
VW,Polo,1.2,Petrol,12990,0,0
Ford,Focus,1.6,Diesel,8692,0,0
Ford,Mondeo,2.0,Diesel,27962,0,0
Ford,Focus,1.8,Diesel,26080,0,0
Toyota,Prius,1.4,Hybrid,814,0,1
Ford,Mondeo,1.8,Diesel,5365,0,0
VW,Polo,2.0,Petrol,11395,0,0
VW,Polo,2.0,Diesel,12110,0,0
Ford,Mondeo,2.0,Diesel,30780,0,0
Toyota,RAV4,1.8,Hybrid,36072,0,1
Toyota,Prius,1.0,Hybrid,2516,0,1
Toyota,Prius,1.4,Hybrid,1661,0,1
VW,Golf,1.6,Diesel,17127,0,0
Porsche,718 Cayman,2.0,Petrol,5650,1,0
VW,Golf,1.6,Petrol,14808,0,0
Ford,Fiesta,1.0,Petrol,460,0,0
VW,Golf,2.0,Petrol,2340,0,0
Toyota,Yaris,1.2,Petrol,9049,0,0
Toyota,Prius,1.8,Hybrid,3178,0,1
VW,Passat,1.8,Diesel,16926,0,0
VW,Polo,1.0,Petrol,1420,0,0
Toyota,RAV4,1.8,Petrol,27163,0,0
Ford,Mondeo,1.8,Diesel,1893,0,0
Toyota,Yaris,1.2,Hybrid,3116,0,1
Toyota,Prius,1.8,Hybrid,22017,0,1
Ford,Fiesta,1.2,Petrol,1717,0,0
VW,Passat,1.8,Petrol,8796,0,0
Toyota,Prius,1.0,Hybrid,11961,0,1
Ford,Mondeo,2.0,Diesel,1268,0,0
Toyota,RAV4,2.4,Hybrid,40922,0,1
Toyota,RAV4,2.4,Hybrid,69312,0,1
Toyota,Yaris,1.2,Hybrid,18824,0,1
Ford,Fiesta,1.4,Petrol,11331,0,0
VW,Polo,1.2,Petrol,11231,0,0
Ford,Focus,1.6,Diesel,25771,0,0
VW,Golf,2.0,Diesel,1349,0,0
Toyota,Prius,1.8,Hybrid,8919,0,1
VW,Passat,1.6,Petrol,6368,0,0
VW,Golf,2.0,Petrol,19598,0,0
Ford,Mondeo,1.8,Diesel,4911,0,0
Toyota,Yaris,1.2,Hybrid,23698,0,1
VW,Golf,1.4,Diesel,3130,0,0
Ford,Focus,2.0,Petrol,13471,0,0
Toyota,Prius,1.8,Hybrid,4184,0,1
VW,Polo,2.0,Petrol,11293,0,0
VW,Polo,1.0,Diesel,7107,0,0
Toyota,Yaris,1.2,Petrol,438,0,0
BMW,Z4,2.4,Petrol,36980,1,0
Porsche,911,3.5,Petrol,74126,1,0
BMW,M5,4.4,Petrol,45287,1,0
Toyota,RAV4,2.4,Hybrid,11477,0,1
VW,Polo,1.4,Petrol,1467,0,0
Toyota,Yaris,1.2,Petrol,2493,0,0
VW,Golf,1.6,Petrol,27215,0,0
BMW,Z4,2.0,Petrol,18006,1,0
VW,Polo,1.4,Petrol,2069,0,0
Toyota,Yaris,1.2,Hybrid,20806,0,1
Ford,Focus,1.4,Diesel,9429,0,0
BMW,X3,3.0,Diesel,47818,1,0
BMW,X3,2.4,Diesel,902,1,0
Ford,Mondeo,1.6,Petrol,4720,0,0
Toyota,Yaris,1.4,Hybrid,6628,0,1
VW,Passat,2.0,Diesel,11120,0,0
VW,Passat,2.0,Petrol,954,0,0
Toyota,Prius,1.8,Hybrid,10918,0,1
Ford,Focus,2.0,Diesel,2972,0,0
Toyota,Prius,1.4,Hybrid,2996,0,1
BMW,Z4,2.0,Petrol,28810,1,0
Ford,Focus,1.0,Petrol,1535,0,0
Toyota,RAV4,1.8,Hybrid,42212,0,1
Toyota,RAV4,2.4,Hybrid,13594,0,1
Toyota,Prius,1.0,Hybrid,4028,0,1
VW,Golf,1.6,Petrol,316,0,0
Ford,Mondeo,1.4,Diesel,5299,0,0
Toyota,Yaris,1.2,Hybrid,11460,0,1
Toyota,Yaris,1.2,Petrol,9232,0,0
Toyota,Prius,1.8,Hybrid,12128,0,1
VW,Golf,1.4,Petrol,20964,0,0
VW,Polo,1.2,Petrol,11591,0,0
Toyota,Prius,1.8,Hybrid,11165,0,1
Ford,Mondeo,1.8,Diesel,805,0,0
Ford,Mondeo,2.0,Petrol,25928,0,0
Toyota,Yaris,1.4,Hybrid,24697,0,1
VW,Polo,2.0,Petrol,16315,0,0
BMW,M5,4.0,Petrol,2905,1,0
Toyota,RAV4,2.4,Hybrid,5976,0,1
Ford,Fiesta,1.2,Hybrid,11663,0,1
Ford,Fiesta,1.2,Diesel,24419,0,0
Ford,Focus,1.0,Petrol,24665,0,0
Ford,Fiesta,1.4,Petrol,12528,0,0
Ford,Mondeo,2.0,Petrol,5556,0,0
Ford,Mondeo,2.0,Petrol,5201,0,0
VW,Polo,1.2,Petrol,10495,0,0
Ford,Mondeo,1.8,Diesel,5245,0,0
Ford,Focus,1.8,Petrol,304,0,0
Toyota,Yaris,1.0,Petrol,3874,0,0
Toyota,Prius,1.0,Hybrid,35874,0,1
Toyota,Prius,1.8,Hybrid,2003,0,1
Toyota,Yaris,1.4,Hybrid,36811,0,1
Ford,Fiesta,1.0,Hybrid,13700,0,1
VW,Golf,1.4,Diesel,22229,0,0
Toyota,Prius,1.4,Hybrid,25111,0,1
VW,Golf,1.2,Petrol,8033,0,0
BMW,Z4,2.2,Petrol,28150,1,0
BMW,Z4,2.2,Petrol,29736,1,0
Ford,Focus,1.4,Petrol,22981,0,0
Toyota,Prius,1.8,Hybrid,27398,0,1
VW,Polo,1.4,Petrol,4251,0,0
Porsche,Cayenne,3.0,Petrol,51481,1,0
Toyota,Prius,1.0,Hybrid,27092,0,1
Toyota,Prius,1.4,Hybrid,13567,0,1
Toyota,Prius,1.0,Hybrid,40087,0,1
Toyota,RAV4,2.0,Hybrid,4725,0,1
Ford,Mondeo,1.6,Hybrid,10975,0,1
BMW,X3,2.0,Diesel,12696,1,0
VW,Passat,1.6,Diesel,3738,0,0
Toyota,RAV4,2.2,Petrol,2945,0,0
Toyota,Prius,1.4,Hybrid,33775,0,1
Ford,Mondeo,1.6,Diesel,24108,0,0
Porsche,718 Cayman,4.0,Petrol,5634,1,0
Toyota,RAV4,1.8,Hybrid,11107,0,1
Ford,Fiesta,1.4,Petrol,12302,0,0
BMW,M5,4.0,Petrol,50043,1,0
VW,Passat,1.8,Diesel,7897,0,0
Ford,Fiesta,1.2,Petrol,3250,0,0
VW,Passat,2.0,Diesel,38967,0,0
VW,Golf,1.4,Diesel,22735,0,0
Ford,Fiesta,1.2,Petrol,4087,0,0
Ford,Fiesta,1.0,Petrol,8321,0,0
Porsche,Cayenne,4.0,Petrol,5402,1,0
VW,Golf,1.6,Hybrid,1117,0,1
Toyota,RAV4,1.8,Petrol,5257,0,0
VW,Polo,1.4,Petrol,12242,0,0
VW,Golf,1.2,Diesel,8826,0,0
VW,Polo,1.6,Diesel,894,0,0
Ford,Mondeo,1.4,Diesel,19035,0,0
VW,Passat,2.0,Diesel,11378,0,0
Ford,Fiesta,1.2,Petrol,2061,0,0
Toyota,RAV4,2.2,Hybrid,51529,0,1
BMW,X3,3.0,Diesel,10016,1,0
VW,Passat,1.6,Diesel,5197,0,0
BMW,Z4,2.0,Petrol,2394,1,0
Toyota,RAV4,2.2,Hybrid,2537,0,1
Ford,Fiesta,1.0,Petrol,3136,0,0
Ford,Mondeo,1.4,Diesel,42784,0,0
Ford,Fiesta,1.0,Diesel,9468,0,0
Toyota,Prius,1.4,Hybrid,5806,0,1
Ford,Focus,2.0,Petrol,2183,0,0
Porsche,718 Cayman,2.0,Petrol,62459,1,0
Toyota,Prius,1.8,Hybrid,5555,0,1
Ford,Focus,1.4,Diesel,398,0,0
Ford,Focus,1.6,Petrol,8374,0,0
Toyota,Prius,1.0,Hybrid,6131,0,1
VW,Passat,1.4,Diesel,9228,0,0
BMW,Z4,2.4,Petrol,28479,1,0
Ford,Focus,1.0,Diesel,4518,0,0
Ford,Focus,2.0,Diesel,15609,0,0
Ford,Fiesta,1.2,Petrol,2276,0,0
Porsche,Cayenne,3.5,Petrol,6380,1,0
Ford,Mondeo,1.6,Diesel,31463,0,0
Porsche,Cayenne,3.0,Petrol,1808,1,0
Ford,Fiesta,1.0,Petrol,4941,0,0
VW,Polo,1.4,Petrol,1623,0,0
VW,Polo,2.0,Diesel,3339,0,0
BMW,Z4,2.0,Petrol,777,1,0
Ford,Focus,1.4,Petrol,2374,0,0
VW,Polo,2.0,Petrol,1594,0,0
Ford,Focus,2.0,Petrol,12528,0,0
VW,Golf,1.8,Petrol,3041,0,0
Ford,Focus,2.0,Petrol,2199,0,0
Ford,Fiesta,1.4,Petrol,6350,0,0
Toyota,RAV4,2.4,Hybrid,29289,0,1
VW,Polo,2.0,Petrol,1713,0,0
Ford,Focus,1.4,Petrol,26069,0,0
Ford,Mondeo,2.0,Diesel,26808,0,0
VW,Golf,1.8,Petrol,13084,0,0
Ford,Mondeo,1.4,Diesel,20513,0,0
VW,Polo,1.6,Petrol,2989,0,0
Toyota,RAV4,2.2,Hybrid,8057,0,1
VW,Polo,1.0,Petrol,8889,0,0
Ford,Fiesta,1.0,Petrol,16407,0,0
Toyota,RAV4,2.4,Hybrid,83241,0,1
Ford,Fiesta,1.2,Diesel,14526,0,0
Ford,Focus,1.0,Petrol,1064,0,0
Toyota,Yaris,1.2,Petrol,10499,0,0
Toyota,Prius,1.0,Hybrid,1836,0,1
VW,Polo,1.0,Petrol,2200,0,0
Toyota,Yaris,1.4,Hybrid,18528,0,1
Toyota,Prius,1.4,Hybrid,42501,0,1
Toyota,Yaris,1.4,Petrol,1973,0,0
VW,Golf,1.8,Petrol,7182,0,0
Ford,Mondeo,2.0,Diesel,2433,0,0
BMW,X3,2.4,Diesel,20277,1,0
VW,Passat,2.0,Diesel,30428,0,0
VW,Golf,2.0,Diesel,648,0,0
Ford,Fiesta,1.4,Petrol,16668,0,0
BMW,M5,4.4,Petrol,8656,1,0
VW,Passat,1.4,Petrol,32955,0,0
Toyota,RAV4,2.2,Hybrid,4364,0,1
VW,Passat,1.4,Diesel,3335,0,0
VW,Polo,1.6,Petrol,8894,0,0
VW,Passat,1.8,Diesel,3656,0,0
Toyota,RAV4,1.8,Hybrid,53333,0,1
Ford,Mondeo,2.0,Petrol,11377,0,0
Ford,Focus,1.0,Petrol,22730,0,0
Ford,Mondeo,2.0,Petrol,2347,0,0
BMW,Z4,2.4,Petrol,8901,1,0
Toyota,RAV4,2.4,Hybrid,3875,0,1
Porsche,718 Cayman,4.0,Petrol,4539,1,0
VW,Polo,1.6,Petrol,1453,0,0
Ford,Focus,1.0,Petrol,11734,0,0
VW,Passat,2.0,Diesel,6004,0,0
Toyota,Yaris,1.0,Petrol,3241,0,0
Toyota,RAV4,2.2,Hybrid,4085,0,1
VW,Golf,1.8,Petrol,34756,0,0
BMW,X3,2.4,Diesel,2051,1,0
Toyota,Yaris,1.4,Hybrid,2454,0,1
Ford,Fiesta,1.4,Petrol,1521,0,0
Porsche,Cayenne,4.0,Diesel,7416,1,0
Ford,Focus,1.4,Petrol,613,0,0
Porsche,911,3.5,Petrol,16341,1,0
VW,Golf,1.2,Petrol,1057,0,0
VW,Golf,1.6,Petrol,4592,0,0
Ford,Mondeo,1.4,Diesel,14681,0,0
Toyota,Prius,1.4,Hybrid,23323,0,1
VW,Polo,1.0,Petrol,3675,0,0
Toyota,RAV4,2.0,Hybrid,7193,0,1
Toyota,Yaris,1.0,Hybrid,769,0,1
Toyota,Prius,1.8,Hybrid,1627,0,1
Porsche,718 Cayman,2.0,Petrol,3916,1,0
BMW,X3,3.0,Petrol,29919,1,0
VW,Passat,1.8,Diesel,39806,0,0
Toyota,Yaris,1.4,Hybrid,5655,0,1
Toyota,RAV4,2.2,Hybrid,15892,0,1
Porsche,911,3.5,Petrol,16497,1,0
VW,Polo,1.4,Petrol,1541,0,0
Toyota,Yaris,1.4,Petrol,28673,0,0
Porsche,718 Cayman,2.0,Petrol,3553,1,0
VW,Polo,1.4,Petrol,5906,0,0
Toyota,Yaris,1.0,Petrol,3020,0,0
BMW,M5,4.0,Petrol,6209,1,0
VW,Polo,2.0,Petrol,3443,0,0
Toyota,Yaris,1.4,Hybrid,28537,0,1
Ford,Mondeo,1.6,Diesel,37313,0,0
Toyota,RAV4,1.8,Petrol,24833,0,0
Porsche,Cayenne,3.0,Petrol,29432,1,0
Toyota,Prius,1.0,Hybrid,176,0,1
BMW,Z4,2.4,Petrol,5078,1,0
VW,Polo,1.0,Petrol,3590,0,0
VW,Golf,1.2,Petrol,2077,0,0
Ford,Mondeo,1.4,Diesel,3099,0,0
VW,Passat,2.0,Petrol,42130,0,0
VW,Passat,1.8,Petrol,39221,0,0
Ford,Fiesta,1.4,Petrol,3559,0,0
Ford,Fiesta,1.2,Petrol,9474,0,0
VW,Passat,1.4,Diesel,2158,0,0
VW,Passat,2.0,Diesel,9903,0,0
Toyota,Prius,1.8,Hybrid,21024,0,1
VW,Polo,1.0,Petrol,4187,0,0
Toyota,Yaris,1.2,Petrol,22368,0,0
Porsche,718 Cayman,2.0,Petrol,50347,1,0
Toyota,RAV4,1.8,Hybrid,33508,0,1
BMW,X3,2.0,Petrol,16898,1,0
Ford,Fiesta,1.0,Petrol,9490,0,0
BMW,Z4,3.0,Petrol,1136,1,0
Toyota,Yaris,1.2,Petrol,4159,0,0
VW,Polo,2.0,Petrol,31458,0,0
VW,Golf,1.4,Petrol,871,0,0
Ford,Mondeo,2.0,Diesel,2220,0,0
VW,Golf,1.6,Petrol,15891,0,0
Ford,Focus,1.4,Diesel,2543,0,0
VW,Polo,1.2,Petrol,5918,0,0
Toyota,Yaris,1.4,Petrol,395,0,0
BMW,X3,3.0,Diesel,2404,1,0
Toyota,RAV4,2.2,Hybrid,27096,0,1
Toyota,Yaris,1.2,Petrol,2916,0,0
Porsche,Cayenne,3.5,Petrol,17243,1,0
VW,Passat,1.6,Diesel,9478,0,0
Ford,Focus,1.6,Petrol,12383,0,0
Toyota,RAV4,2.2,Hybrid,14744,0,1
VW,Golf,2.0,Diesel,1261,0,0
Toyota,Prius,1.4,Hybrid,2000,0,1
VW,Passat,2.0,Diesel,8800,0,0
VW,Polo,1.6,Petrol,5262,0,0
Ford,Fiesta,1.4,Petrol,4252,0,0
Toyota,Yaris,1.2,Petrol,18790,0,0
Porsche,Cayenne,4.0,Petrol,16395,1,0
Ford,Mondeo,1.6,Diesel,10762,0,0
Porsche,Cayenne,2.6,Petrol,11434,1,0
VW,Golf,1.8,Petrol,23735,0,0
Ford,Focus,1.8,Diesel,31440,0,0
Ford,Mondeo,2.0,Diesel,8692,0,0
BMW,Z4,2.4,Petrol,24692,1,0
VW,Golf,1.8,Petrol,14037,0,0
Ford,Fiesta,1.2,Petrol,1647,0,0
Toyota,Yaris,1.0,Hybrid,3879,0,1
Toyota,Yaris,1.2,Hybrid,19163,0,1
VW,Passat,1.6,Diesel,1975,0,0
Toyota,Prius,1.0,Hybrid,6323,0,1
VW,Passat,1.8,Diesel,2251,0,0
Toyota,RAV4,2.4,Hybrid,1104,0,1
Ford,Focus,2.0,Diesel,6733,0,0
VW,Golf,1.6,Diesel,6975,0,0
Ford,Fiesta,1.2,Petrol,2626,0,0
BMW,Z4,2.4,Petrol,3641,1,0
Ford,Fiesta,1.2,Petrol,11642,0,0
Ford,Mondeo,2.0,Diesel,40799,0,0
VW,Golf,1.4,Petrol,5452,0,0
BMW,X3,2.4,Diesel,777,1,0
Ford,Mondeo,1.8,Diesel,2302,0,0
Porsche,911,2.6,Petrol,11580,1,0
VW,Golf,1.6,Petrol,1440,0,0
VW,Passat,1.4,Diesel,31473,0,0
BMW,Z4,2.4,Petrol,18875,1,0
VW,Polo,2.0,Petrol,29811,0,0
Ford,Fiesta,1.2,Petrol,786,0,0
Toyota,Yaris,1.2,Hybrid,21296,0,1
Ford,Fiesta,1.2,Petrol,24655,0,0
Ford,Focus,1.4,Petrol,31591,0,0
Toyota,Prius,1.8,Hybrid,1369,0,1
Ford,Fiesta,1.0,Petrol,2525,0,0
